"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2060","test_api_to_ui_pom","","Tue Mar 24 17:18:12 UTC 2026","passed","Tue Mar 24 17:18:14 UTC 2026","","test_dakdak","",""
